REFERENCE,POSITION,ARTIST,TITLE,LENGTH
16.60.05.ITAL 2,A3,Verdena,Miami Safari,
16.60.05.ITAL 2,A4,Biagio Antonacci,Solo Due Parole,
16.60.05.ITAL 2,A5,Travis,Sing,
16.60.05.ITAL 2,B1,"Christina Aguilera, Lil' Kim, Mya, Pink",Lady Marmalade,
16.60.05.ITAL 2,B2,Elton John,I Want Love,
16.60.05.ITAL 2,B3,Korn,Got The Life,
16.60.05.ITAL 2,B4,Bon Jovi,Bad Medicine,
16.60.05.ITAL 2,B5,Hole,Malibu,
16.61.04.EURO,A1,U96,Das Boot,
16.61.04.EURO,A2,Des'ree,Feel So High,
16.61.04.EURO,A3,The Beautiful South,Old Red Eyes Is Back,
16.61.04.EURO,A4,Chic,Chic Mystique,
16.61.04.EURO,A5,Fiordaliso,I Love You Man,
16.61.04.EURO,B1,Gary Moore,A Cold Day In Hell,
16.61.04.EURO,B2,Shakespears Sister,Stay,
16.61.04.EURO,B3,Europe,Halfway To Heaven,
16.61.04.EURO,B4,Mr. Big,To Be With You,
16.61.04.EURO,B5,Hanne Boel,No Love At All,
16.61.12.SPAN 1,A1,Raúl,Me Provocas,4:08
16.61.12.SPAN 1,A2,Antonio Orozco,Rarezas,3:19
16.61.12.SPAN 1,A3,Marcela Morelo,Tu Boca,3:46
16.61.12.SPAN 1,A4,Siempre Así,Mediterráneo,4:22
16.61.12.SPAN 1,A5,Shakira,"Suerte (Whenever, Wherever)",3:15
16.61.12.SPAN 1,B1,Rosana,Pa'Ti No Estoy,4:09
16.61.12.SPAN 1,B2,Mojinos Escozios,Que Güeno Que Estoy,3:31
16.61.12.SPAN 1,B3,El Hombre Gancho,A Qué Saben,3:53
16.61.12.SPAN 1,B4,La Cabra Mecánica,La Lista De La Compra,3:37
16.61.12.SPAN 1,B5,Pereza,Pompa De Jabón,3:04
16.62.04.FREN,A1,Johnny Hallyday,"Dans Un An, Dans Un Jour",
16.62.04.FREN,A2,Elmer Food Beat,Les Traversées Sont Solitaires,
16.62.04.FREN,A3,Poupa Claudio,Ma Senorita,
16.62.04.FREN,A4,David Koven,Bord À Bord,
16.62.04.FREN,A5,Tanya St. Val,Tropical,
16.62.04.FREN,B1,Viktor Lazlo & Pierre Roger,Balade De Lisa,
16.62.04.FREN,B2,Ten Sharp,You,
16.62.04.FREN,B3,Sandra,Don't Be Aggressive,
16.62.04.FREN,B4,Garland Jeffreys,Hail Hail Rock 'N' Roll,
16.62.04.FREN,B5,Axel Bauer,Eteins La Lumière,
16.63.02.EURO 2,A1,Steps,Words Are Not Enough,
16.63.02.EURO 2,A2,Wyclef Jean,Wish You Were Here (Pink Floyd Song),
16.63.02.EURO 2,A3,Ian Van Dahl (AnnaGrace),Will I?,
16.63.02.EURO 2,A4,Starsailor,Lullaby,
16.63.02.EURO 2,A5,Daniel Bedingfield,Gotta Get Thru This,
16.63.02.EURO 2,B1,Kosheen,Catch,
16.63.02.EURO 2,B2,Stereophonics,Handbags And Gladrags,
16.63.02.EURO 2,B3,Faithless,Tarantula,
16.63.02.EURO 2,B4,Roger Sanchez (Armand Van Helden & N'Dea Davenport),You Can't Change Me,
16.63.02.EURO 2,B5,Feeder,Just A Day,
16.64.05.SPAN 1,A1,Cómplices,Cuando Creo En Ti,4:27
16.64.05.SPAN 1,A2,De Ojana Na,Piropos,3:11
16.64.05.SPAN 1,A3,Rosario,Agua y Sal,3:13
16.64.05.SPAN 1,A4,Laura Pausini,Dos Historias Iguales,4:11
16.64.05.SPAN 1,A5,Javi Cantero,Qué Chula Es,3:44
16.64.05.SPAN 1,B1,Jaime Urrutia,Que Barbaridad,3:51
16.64.05.SPAN 1,B2,Juanes,Nada,3:54
16.64.05.SPAN 1,B3,Laura Miller,Dispara,3:16
16.64.05.SPAN 1,B4,Shakira,Te Dejo Madrid,3:07
16.64.05.SPAN 1,B5,Tamara,Si Faltas Tú,4:25
16.65.07.GER,A1,Westernhagen,Rosi (Männer Sind So Schwach),
16.65.07.GER,A2,Army of Lovers,Ride the Bullet '92,
16.65.07.GER,A3,Dr. Hook,When You're In Love With A Beautiful Woman,
16.65.07.GER,A4,Amy Grant,I Will Remember You,
16.65.07.GER,A5,Snap!,Rhythm Is A Dancer,
16.65.07.GER,B1,Kiss,Unholy,
16.65.07.GER,B2,Joe Public,Live & Learn,
16.65.07.GER,B3,Del The Funky Homosapien,Mistadobalina,
16.65.07.GER,B4,The Pasadenas,Make It With You,
16.65.07.GER,B5,Double You,Please Don't Go,
16.67.08.SPAN,A1,Presuntos Implicados,Sentir Su Calor (Live),3:57
16.67.08.SPAN,A2,La Unión,Lobo Hombre en París,4:12
16.67.08.SPAN,A3,Hombres G,Un Minuto Nada Mas,4:04
16.67.08.SPAN,A4,Various,Skateboard 4,3:57
16.67.08.SPAN,A5,Fangoria,Salvame,3:47
16.67.08.SPAN,B1,Surfin' Bichos,Fuerte,3:58
16.67.08.SPAN,B2,Joan Manuel Serrat,Utopia (Live),4:18
16.67.08.SPAN,B3,Siniestro Total,Bailare Sobre Tu Tumba (Live),3:58
16.67.08.SPAN,B4,Nirvana,Lithium,4:01
16.67.08.SPAN,B5,U2,Even Better Than The Real Thing,3:42
16.69.09.ITAL,A1,Giorgio Faletti,Tutto Nero (Paint It Black),
16.69.09.ITAL,A2,Litfiba,Bambino,
16.69.09.ITAL,A3,Pino Daniele,'O Ssaje Comme Fa 'O Core,
16.69.09.ITAL,A5,Kris Kross,Jump,
16.69.09.ITAL,B1,Luca Carboni,Le Storie D'Amore,
16.69.09.ITAL,B2,Ivano Fossati,La Canzone Popolare,
16.69.09.ITAL,B3,Ligabue,Urlando Contro Il Cielo (Screaming Against The Sky),
16.69.09.ITAL,B4,Elio E Le Storie Tese,Il Pippero,
16.69.09.ITAL,B5,Paolo Vallesi,Sempre,
16.71.10.EURO,A1,Vaya Con Dios,Heading For A Fall,
16.71.10.EURO,A2,Inner Circle,Sweat (A La La La La Long),
16.71.10.EURO,A3,The Shamen,L.S.I. (Love Sex Intelligence),
16.71.10.EURO,A4,Vivienne Mckone,Sing,
16.71.10.EURO,A5,Sophie B. Hawkins,California Here I Come,
16.71.10.EURO,B1,Toto,Don't Chain My Heart,
16.71.10.EURO,B2,The Cover Girls,Wishing On A Star,
16.71.10.EURO,B3,Del The Funky Homosapien,Dr. Bombay,
16.71.10.EURO,B4,Rick Price,Not A Day Goes By,
16.71.10.EURO,B5,Undercover,Baker Street,
16.73.12.FREN,A1,Elmer Food Beat,Marie À La Mer,
16.73.12.FREN,A2,Pauline Ester,Peace And Love,
16.73.12.FREN,A3,Fred De Fred,Petition,
16.73.12.FREN,A4,Phil Barney,J'Voudrais Qu'on Reste Amis,
16.73.12.FREN,A5,Amina,Atamé,
16.73.12.FREN,B1,Princess Erika,Calmonie,
16.73.12.FREN,B2,Khaled,Ne M'en Voulez Pas,
16.73.12.FREN,B3,Paul Personne,Le Bourdon,
16.73.12.FREN,B4,U96,Das Boot,
16.73.12.FREN,B5,The Christians,What's In A Word,
16.75.01.EURO,A1,Boyz II Men,End To The Road,
16.75.01.EURO,A2,Inner Circle,Rock With You,
16.75.01.EURO,A3,Shabba Ranks,Slow & Sexy,
16.75.01.EURO,A4,Shakespears Sister,Hello (Turn Your Radio On),
16.75.01.EURO,A5,Vanessa Paradis,Be My Baby,
16.75.01.EURO,B1,Go West,Faithful,
16.75.01.EURO,B2,Metallica,Wherever I May Roam,
16.75.01.EURO,B3,Jon Secada,Just Another Day,
16.75.01.EURO,B4,Sandra,Everlasting Love,
16.75.01.EURO,B5,Take That,I Found Heaven,
16.76.02.SPAN,A1,Juan Luis Guerra,El Costo De La Vida,
16.76.02.SPAN,A2,Cabaret Pop,Rastros De Ti,
16.76.02.SPAN,A3,Mikel Erentxun,A Un Minuto De Ti,
16.76.02.SPAN,A4,OBK,La Princesa De Mis Sueños,
16.76.02.SPAN,A5,Jordy,Dur Dur D'être Bébé!,
16.76.02.SPAN,B1,Cosa de Dos,Susurrándome (Whispering to Me),
16.76.02.SPAN,B2,Guns N' Roses,Yesterdays,
16.76.02.SPAN,B3,Ray,Amor,
16.76.02.SPAN,B4,Bom Bom Chip,Solo en Casa (Home Alone),
16.76.02.SPAN,B5,Rosario Flores,Mi Gato (My Cat),
16.77.04.FREN,A1,Niagara,Un Million D'Années,4:01
16.77.04.FREN,A2,Les Pow Wow,Devenir Cheyenne,4:07
16.77.04.FREN,A3,Jean-Pierre Mader,Ici Ou Ailleurs,3:26
16.77.04.FREN,A4,Michel Rouyre,De Retour A Paris,3:08
16.77.04.FREN,A5,Les VRP,Mémère,2:23
16.77.04.FREN,B1,Charles & Eddie,Would I Lie To You?,3:57
16.77.04.FREN,B2,Michael Bolton,To Love Somebody (Live),3:43
16.77.04.FREN,B3,Billy Ray Cyrus,Achy Breaky Heart,3:28
16.77.04.FREN,B4,East 17,House Of Love,4:29
16.77.04.FREN,B5,Cyril Collard,Là-Bas,4:19
16.78.04.EURO,A1,Dr. Alban,Sing Hallelujah!,
16.78.04.EURO,A2,East 17,Deep,
16.78.04.EURO,A3,Co.Ro feat. Taleesa,Because The Night,
16.78.04.EURO,A4,Toad the Wet Sprocket,Walk On The Ocean,
16.78.04.EURO,A5,Jesus Loves You,Sweet Toxic Love,
16.78.04.EURO,B1,Shanice,Saving Forever For You,
16.78.04.EURO,B2,Boyz II Men,In The Still Of The Nite (I'll Remember),
16.78.04.EURO,B3,Sydney Youngblood,Anything,
16.78.04.EURO,B4,Bonnie Tyler,Total Eclipse Of The Heart,
16.78.04.EURO,B5,Eddie Murphy feat. Shabba Ranks,I Was A King,
16.79.05.SPAN,A1,Pecos,Sara,
16.79.05.SPAN,A2,Seguridad Social,Me Siento Bien,
16.79.05.SPAN,A3,La Frontera,Juan Antonio,
16.79.05.SPAN,A4,Los Hermanos Dalton,Los Latidos De Siempre,
16.79.05.SPAN,A5,Patrick Bruel,Romper La Voz (Casser La Voix),
16.79.05.SPAN,B1,Os Resentidos,Están Aquí,
16.79.05.SPAN,B2,Marc Parrot,Cansado De Esperar,
16.79.05.SPAN,B3,2 Unlimited,No Limit,
16.79.05.SPAN,B4,Dance 2 Trance,Power Of American Natives,
16.79.05.SPAN,B5,Magneto,Para Siempre,
16.80.05 ITAL,A1,Ligabue,Ho Messo Via,
16.80.05 ITAL,A2,Jovanotti,Ragazzo Fortunato,
16.80.05 ITAL,A3,Enrico Ruggeri,Mistero,
16.80.05 ITAL,A4,Biagio Antonacci,Non So Più A Chi Credere,
16.80.05 ITAL,A5,Angela Baraldi,A Piedi Nudi,
16.80.05 ITAL,B1,Fabio Concato,Caffettino Caldo,
16.80.05 ITAL,B2,Renato Zero,E Ci Sei,
16.80.05 ITAL,B3,Luca Barbarossa,Cuore D'Acciaio,
16.80.05 ITAL,B4,Fargetta feat. Ann-Marie Smith,Music (J. Miles),
16.80.05 ITAL,B5,Vernice,Su E Giù,
16.81.07.GER,A1,Culture Beat,Mr. Vain,
16.81.07.GER,A2,Die Fantastischen Vier,Lass Die Sonne Rein,
16.81.07.GER,A3,Captain Hollywood Project,All I Want,
16.81.07.GER,A4,Dance 2 Trance,Take A Free Fall,
16.81.07.GER,A5,Ace of Base,Happy Nation,
16.81.07.GER,B1,Soulsister,Ain't That Simple,
16.81.07.GER,B2,Jade,Don't Walk Away,
16.81.07.GER,B3,US3 & Tukka Yoot,Tukka Yoot's Riddim,
16.81.07.GER,B4,Gary Clark,Freefloating,
16.81.07.GER,B5,World Party,Is It Like Today?,
16.82.09.FREN,A1,François Feldman,Fais Tomber La Pluie,
16.82.09.FREN,A2,Boyz II Men,In The Still Of The Nite (I'll Remember),
16.82.09.FREN,A3,Eddie Murphy & Michael Jackson,Whatzupwitu,
16.82.09.FREN,A4,Orient,Dor Biha,
16.82.09.FREN,A5,Les Valentins,J'ai Triste,
16.82.09.FREN,B1,Rachid Taha,Voilà Voilà,
16.82.09.FREN,B2,Zazie,Un Petit Peu Amoureux,
16.82.09.FREN,B3,Christopher Thompson,Tu T'En Ira,
16.82.09.FREN,B4,Magazine 60,60's Slows Medley,
16.82.09.FREN,B5,Captain Hollywood Project,All I Want,
16.83.10.SPAN,A1,Jon Secada,Sentir,
16.83.10.SPAN,A2,El Último De La Fila,Como Un Burro Amarrado,
16.83.10.SPAN,A3,Gabinete Caligari,Golpes,
16.83.10.SPAN,A4,Eros Ramazzotti,Otra Como Tu (Un'Altra Te),
16.83.10.SPAN,A5,Pep Sala,La Banda Del Bar,
16.83.10.SPAN,B1,Rico,No Van A Separarme De Tí,
16.83.10.SPAN,B2,Dyango,Morir De Amor,
16.83.10.SPAN,B3,New Order,Ruined in A Day,
16.83.10.SPAN,B4,Snow,Lonely Monday Morning,
16.83.10.SPAN,B5,Dr. Alban,Sing Hallelujah!,
16.84.10.GER,A1,U96,Night In Motion,
16.84.10.GER,A2,Scorpions,Alien Nation,
16.84.10.GER,A3,Sir Prize,Declaration (Dipdipda),
16.84.10.GER,A4,Scam Luiz,People Are People,
16.84.10.GER,A5,Leila K,Slow Motion,
16.84.10.GER,B1,Stakka Bo,Here We Go,
16.84.10.GER,B2,Kim Appleby,Light Of The World,
16.84.10.GER,B3,Spin Doctors,Little Miss Can't Be Wrong,
16.84.10.GER,B4,Darden Smith,Loving Arms,
16.84.10.GER,B5,2 Unlimited,Faces,
16.85.10.ITAL,A1,Eros Ramazzotti,Cose Della Vita,
16.85.10.ITAL,A2,Luca Carboni,Faccio I Conti Con Te,
16.85.10.ITAL,A3,Vasco Rossi,Vivere,
16.85.10.ITAL,A4,Marco Masini,La Libertà,
16.85.10.ITAL,A5,Paolo Belli,Via Di Qua,
16.85.10.ITAL,B1,Gerardina Trovato,Ma Non Ho Più La Mia Città,
16.85.10.ITAL,B2,Teresa de Sio,Io Non Mi Pento,
16.85.10.ITAL,B3,Riccardo Cocciante,Ammassati E Distanti,
16.85.10.ITAL,B4,Massimo Bozzi,Più Forte Che Puoi,
16.85.10.ITAL,B5,Cavaliere,Lasciami Stare Sono Un Animale,
16.86.02.FREN,A1,Soul Asylum,Runaway Train,
16.86.02.FREN,A2,Spin Doctors,Jimmy Olsen's Blues,
16.86.02.FREN,A3,George Michael,Killer / Papa Was a Rollin’ Stone,
16.86.02.FREN,A4,RudeLuck,Tout Recommencer,
16.86.02.FREN,A5,Au P'Tit Bonheur,Arletta,
16.86.02.FREN,B1,Les Valentins,Les Pieds Dans La Lune,
16.86.02.FREN,B2,David Hallyday & Blind Fish,Pain And Pride,
16.86.02.FREN,B3,Marc Cerrone,Loved And Beloved,
16.86.02.FREN,B4,Eddy Mitchell,18 Ans Demain,
16.87.02.ITAL,A1,Paolo Conte,Macaco (Live),2:42
16.87.02.ITAL,A2,Irene Grandi,Un Motivo Maledetto,4:43
16.87.02.ITAL,A3,Roby Facchinetti,Anima E Corpo,4:41
16.87.02.ITAL,A4,Ace of Base,The Sign,3:13
16.87.02.ITAL,A5,Adelmo E I Suoi Sorapis,E Così Viene Natale,4:38
16.87.02.ITAL,B1,Pitura Freska,Picinin,4:14
16.87.02.ITAL,B2,Elio E Le Storie Tese,(Gomito A Gomito Con L') Aborto,3:55
16.87.02.ITAL,B3,Carlo Fava,In Caduta Libera,4:13
16.87.02.ITAL,B4,Gemelli Ruggeri,Basta,3:06
16.87.02.ITAL,B5,Susanna Greco,Prendimi Così,4:27
16.88.03.SPAN,A1,Héroes del Silencio,La Sirena Varada,
16.88.03.SPAN,A2,Rosario,"Sabor, Sabor",
16.88.03.SPAN,A3,Cómplices,Preguntas y Flores,
16.88.03.SPAN,A4,Amistades Peligrosas,Casi Nunca Bailáis,
16.88.03.SPAN,A5,The Lemonheads,It's About Time,
16.88.03.SPAN,B1,N.K.O.T.B.,Dirty Dawg,
16.88.03.SPAN,B2,Wet Wet Wet,Shed A Tear,
16.88.03.SPAN,B3,Sting,Demolition Man,
16.88.03.SPAN,B4,Haddaway,I Miss You,
16.88.03.SPAN,B5,Chris Rea,Espresso Logic,
16.89.03.GER,A1,Maxx,Get-A-Way,3:45
16.89.03.GER,A2,Pur,Neue Brücken,4:26
16.89.03.GER,A3,Tag Team,Whoomp! (There It Is),3:30
16.89.03.GER,A4,Heart,Will You Be There (In The Morning),4:23
16.89.03.GER,A5,Blind Melon,No Rain,3:37
16.89.03.GER,B1,OMD,Everyday,3:57
16.89.03.GER,B2,Prince Ital Joe & Marky Mark,Happy People,3:20
16.89.03.GER,B3,The Weather Girls,Can U Feel It,4:03
16.89.03.GER,B4,Loft,Hold On,3:44
16.89.03.GER,B5,Westbam,Celebration Generation,3:11
16.90.06.ITAL,A1,Laura Pausini,Strani Amori (Strange Loves),4:09
16.90.06.ITAL,A2,Umberto Tozzi,Io Muoio Di Te,4:15
16.90.06.ITAL,A3,Gino Paoli,Gorilla Al Sole,3:31
16.90.06.ITAL,A4,Enzo Jannacci & Paolo Rossi,I Soliti Accordi (Live),4:04
16.90.06.ITAL,A5,Nomadi,La Settima Onda (The Seventh Wave),3:58
16.90.06.ITAL,B1,Susanna Greco,Che Dio Ti Aiuta,4:47
16.90.06.ITAL,B2,Nuovi Brigante,Notte Calda,3:39
16.90.06.ITAL,B3,Ivan Graziani,Maledette Malelingue,3:52
16.90.06.ITAL,B4,Madonna,I'll Remember,3:58
16.90.06.ITAL,B5,Paolo Vallesi,Non Mi Tradire,3:34
16.91.07.FREN,A1,Nilda Fernández,Marie-Madeleine,3:57
16.91.07.FREN,A2,Angélès,Solitarias,4:16
16.91.07.FREN,A3,Kent,Allons Z'à La Campagne,3:15
16.91.07.FREN,A4,Sylvie Vartan,Moi Je Pense Encore À Toi (Breaking Up Is Hard To Do),3:20
16.91.07.FREN,A5,Bob Geldof (feat. Sting),Crazy,4:32
16.91.07.FREN,B1,Ute Lemper,Mes Deux Amants,3:02
16.91.07.FREN,B2,Jamiroquai,Blow Your Mind,3:54
16.91.07.FREN,B3,Alain Bashung,Ma Petite Entreprise,3:39
16.91.07.FREN,B4,Gabrielle,Because Of You,3:45
16.91.07.FREN,B5,Lena Fiagbe,Gotta Get It Right,3:45
16.92.08.GER,A1,2 Unlimited,The Real Thing,
16.92.08.GER,A2,Marusha,It Takes Me Away,
16.92.08.GER,A3,DJ BoBo,Everybody,
16.92.08.GER,A4,Fun Factory,Close To You,
16.92.08.GER,A5,Dr. Alban,Away From Home,
16.92.08.GER,B1,Corona,The Rhythm Of The Night,
16.92.08.GER,B2,The Prodigy,No Good (Start The Dance),
16.92.08.GER,B3,La Bouche,Sweet Dreams,
16.92.08.GER,B4,Odyssey,Move Your Body,
16.92.08.GER,B5,Matt Bianco,Our Love,
16.93.10.SPAN,A1,Manolo Tena,Qué Te Pasa?,
16.93.10.SPAN,A2,Duncan Dhu,Pienso En Ti (I Think Of You),
16.93.10.SPAN,A3,Vargas Blues Band,Hot Wires,
16.93.10.SPAN,A4,Héroes del Silencio,Los Placeres De La Pobreza,
16.93.10.SPAN,A5,Soundgarden,Black Hole Sun,
16.93.10.SPAN,B1,Juan Luis Guerra,La Cosquillita,
16.93.10.SPAN,B2,Lole y Manuel,Verde Aceituna (Green Olive),
16.93.10.SPAN,B3,Siete-7 Black,Somos El Futuro,
16.93.10.SPAN,B4,Aurora,Demasiado Corazón,
16.93.10.SPAN,B5,Primera Linea,Viaje Suicida,
16.94.11.ITAL,A1,Biagio Antonacci,Non è Mai Stato Subito,4:12
16.94.11.ITAL,A2,Christian De Sica,"Bongo, Bongo, Bongo",2:57
16.94.11.ITAL,A3,Enrico Ruggeri,Non Piango Più,4:15
16.94.11.ITAL,A4,Pooh,Le Canzoni Di Domani,4:03
16.94.11.ITAL,A5,Paolo Belli,Mi Hanno Lasciato Qui,4:31
16.94.11.ITAL,B1,Miguel Bosé,I Cieli Dell'Est,3:47
16.94.11.ITAL,B2,Naomi Campbell,Love & Tears,4:10
16.94.11.ITAL,B3,Ice MC,It's A Rainy Day,4:15
16.94.11.ITAL,B4,Whigfield,Saturday Night,3:56
16.94.11.ITAL,B5,Double Dee,Love Nobody,3:49
16.95.12.FREN,A1,Basia,Third Time Lucky,3:51
16.95.12.FREN,A2,Oasis,Supersonic,4:31
16.95.12.FREN,A3,Bryan Ferry,Your Painted Smile,3:16
16.95.12.FREN,A4,Kate Bush & Larry Adler,The Man I Love,3:25
16.95.12.FREN,A5,Dr. Alban,Let The Beat Go On,4:07
16.95.12.FREN,B1,Terrorvision,Oblivion,3:04
16.95.12.FREN,B2,Bon Jovi,Bad Medicine,4:09
16.95.12.FREN,B3,Anita Baker,Body & Soul,4:28
16.95.12.FREN,B4,Edwyn Collins,A Girl Like You,3:56
16.95.12.FREN,B5,Johnny Hallyday,I Wanna Make Love To You,3:26
16.96.01.GER,A1,Masterboy,Is This The Love,3:43
16.96.01.GER,A2,U96,Love Religion,3:36
16.96.01.GER,A3,Perplexer,Da Capo,3:35
16.96.01.GER,A4,Marusha,(Trip To) Raveland,3:21
16.96.01.GER,A5,Vangelis,Conquest Of Paradise,4:47
16.96.01.GER,B1,Intermission feat. Lori Glori,Give Peace A Chance,3:52
16.96.01.GER,B2,Westernhagen,Willenlos,3:27
16.96.01.GER,B3,E-Rotic,"Max, Don't Have Sex With Your Ex",2:40
16.96.01.GER,B4,DJ Hooligan,Rave Nation,4:20
16.96.01.GER,B5,Interactive,Forever Young,3:40
16.97.03 ITAL,A1,Take That,Everything Changes,3:34
16.97.03 ITAL,A2,Gianna Nannini,Meravigliosa Creatura,4:20
16.97.03 ITAL,A3,Lucio Battisti,La Ballezza Riunita,3:59
16.97.03 ITAL,A4,Pooh,A Cent'Anni Non Si Sbaglia Più,4:14
16.97.03 ITAL,A5,The Cranberries,Zombie,3:49
16.97.03 ITAL,B1,Jann Arden,Insensitive,4:15
16.97.03 ITAL,B2,Rudy Marra,Sono Felice,4:04
16.97.03 ITAL,B3,Daniele Silvestri,Il Flamenco Della Doccia,4:13
16.97.03 ITAL,B4,Erz,Whore,3:47
16.97.03 ITAL,B5,Yena,Feel The Beat Of Love,3:38
16.98.04.SPAN,A1,Duncan Dhu,En Algún Lugar,
16.98.04.SPAN,A2,Esclarecidos,La Mala Rosa,
16.98.04.SPAN,A3,Danza Invisible,El Rayo X,
16.98.04.SPAN,A4,Lagartija Nick,El Próximo Lunes,
16.98.04.SPAN,A5,Nacho Cano,El Patio,
16.98.04.SPAN,B1,Nacho Cano,El Profesor De Danza,
16.98.04.SPAN,B2,El Compromiso,Hace Mucho Calor,
16.98.04.SPAN,B3,Revólver,Nova Mas,
16.98.04.SPAN,B4,Gringos,Buyi Puyo,
16.98.04.SPAN,B5,Fito Páez,Mariposa Tecknicolor,
16.99.05.FREN,A1,2 Source,C'Est En Toi,3:28
16.99.05.FREN,A2,Atlantique,Les Eaux De Mars (The Waters Of Mars),3:39
16.99.05.FREN,A3,Masterboy,Is This The Love,3:45
16.99.05.FREN,A4,Perplexer,Acid Folk,3:08
16.99.05.FREN,A5,U96,Love Religion,3:36
16.99.05.FREN,B1,Faith No More,Digging The Grave,3:06
16.99.05.FREN,B2,Boy George,Funtime,3:10
16.99.05.FREN,B3,Green Day,Basket Case,3:14
16.99.05.FREN,B4,Gun,Something Worthwhile,4:14
16.99.05.FREN,B5,The Cranberries,Ode To My Family,4:32
17.00.01.ITAL 1,A1,Jovanotti,Penso Positivo,
17.00.01.ITAL 1,A2,Paolo Conte,Elisir,
17.00.01.ITAL 1,A3,Edoardo Bennato,"Mare Chiaro, Mare Scuro",
17.00.01.ITAL 1,A4,La Pina,Le Mie Amiche,
17.00.01.ITAL 1,A5,Fargetta,Midnight,
17.00.01.ITAL 1,B1,Teresa de Sio,Animali Italiani,
17.00.01.ITAL 1,B2,O.R.O.,L'Amore E,
17.00.01.ITAL 1,B3,Ornella Vanoni,Per L'Eternità,
17.00.01.ITAL 1,B4,Paolo Vallesi,Voglio Fare L'Amore Con Te,
17.00.01.ITAL 1,B5,Ritmo Tribale,Universo,
17.01.03.SPAN 1,A1,Neatles Miris,El Malson (The Nightmare),1:57
17.01.03.SPAN 1,A2,Capdetrons,Ulls Negres (Black Eyes),4:05
17.01.03.SPAN 1,A3,X-Ander feat. Maddy,Die Musik Maschine,4:05
17.01.03.SPAN 1,A4,Paul Kazan,Harry's Song,4:47
17.01.03.SPAN 1,A5,Alex García Ber,"No Hagas El Indio, Haz El Cherokee",3:33
17.01.03.SPAN 1,B1,Paulina Rubio,Te Daría Mi Vida (I Would Give You My Life),4:07
17.01.03.SPAN 1,B2,Def Con Dos,El Día De La Bestia (The Day Of The Beast),3:26
17.01.03.SPAN 1,B3,Mikel Erentxun,Suelta Las Riendas De Mi Corazón,3:28
17.01.03.SPAN 1,B4,Nación Reixa,Indecision,4:14
17.01.03.SPAN 1,B5,Double Vision,All Right,3:40
17.02.06.ITAL 2,A1,Elisa,Gift,3:57
17.02.06.ITAL 2,A2,Subsonica,Tutti I Miei Sbagli,4:06
17.02.06.ITAL 2,A3,Santana feat. Rob Thomas,Smooth,4:03
17.02.06.ITAL 2,A4,Shaft,Mambo Italiano,2:55
17.02.06.ITAL 2,A5,Rage Against The Machine,Killing In The Name,4:56
17.02.06.ITAL 2,B1,Bloodhound Gang,The Bad Touch,4:04
17.02.06.ITAL 2,B2,Ann Lee,Ring My Bell,3:28
17.02.06.ITAL 2,B3,Iron Maiden,Running Free,3:04
17.02.06.ITAL 2,B4,Ozzy Osbourne,No More Tears,5:13
17.02.06.ITAL 2,B5,Billy Idol,L.A. Woman,4:03
17.03.05.GER 1,A1,Love Message,Love Message,3:48
17.03.05.GER 1,A2,Double Vision,Knockin',3:28
17.03.05.GER 1,A3,Heike Makatsch,Stand By Your Man,2:55
17.03.05.GER 1,A4,Ko's & Michael Buffer,Let's Get Ready To Rumble,3:47
17.03.05.GER 1,A5,Mark 'Oh,Tell Me,4:06
17.03.05.GER 1,B1,Snap! feat. Rukmani,Rame,3:55
17.03.05.GER 1,B2,Ace of Base,Never Gonna Say I'm Sorry,3:16
17.03.05.GER 1,B3,2 Unlimited,Jump For Joy,3:42
17.03.05.GER 1,B4,Slam,Crazy,3:46
17.03.05.GER 1,B5,Hallmackenreuther,How Deep Is Your Love,3:16
17.04.06.ITAL 1,A1,Massimo Di Cataldo,Con Il Cuore (Amo Te),4:03
17.04.06.ITAL 1,A2,Tina Turner,Whatever You Want,4:14
17.04.06.ITAL 1,A3,Full Intention,America (I Love America),3:38
17.04.06.ITAL 1,A4,JJ Brothers feat. Asher Senator,Move It Up,3:53
17.04.06.ITAL 1,A5,Diana Ross,I Will Survive,4:10
17.04.06.ITAL 1,B1,Üstmamò,Cuore/Amore,4:07
17.04.06.ITAL 1,B2,Soon,Il Fiume,3:55
17.04.06.ITAL 1,B3,The Smashing Pumpkins,1979,3:57
17.04.06.ITAL 1,B4,Guns N' Roses,You Could Be Mine,4:05
17.04.06.ITAL 1,B5,Metallica,Enter Sandman,3:54
17.05.08.SPAN 1,A1,Su Ta Gar,Sentimenak Jarraituz,4:48
17.05.08.SPAN 1,A2,Maldita Vecindad,Don Palabras (Mr. Words),3:25
17.05.08.SPAN 1,A3,Crowded House,Instinct,3:06
17.05.08.SPAN 1,A4,Albert Hammond,Maria Dolores,4:07
17.05.08.SPAN 1,A5,Azúcar Moreno,Sólo Se Vive Una Vez (You Only Live Once),4:52
17.05.08.SPAN 1,B1,No Me Pises Que Llevo Chanclas,Tirititri,3:42
17.05.08.SPAN 1,B2,Master Plan,Te Trataré Muy Bien,3:57
17.05.08.SPAN 1,B3,The Cure,The 13th,3:49
17.05.08.SPAN 1,B4,Ketama,Flor De Lis (Live),4:11
17.05.08.SPAN 1,B5,Madredeus,Céu Da Mouraria,3:54
17.06.11 ITAL 2,A1,Eros Ramazzotti,Fuoco Nel Fuoco,
